Time,Day,Day,Day,Day,Day,Day,Night,Night,Night,Night,Night,Night,Average UCYN-A Day,Average Whole Culture Day,Average UCYN-A Night,Average Whole Culture Night,logFC_Day,logFC_Night,Pvalue_Day,Pvalue_Night,Significant_Day,Significant_Night,Sequence source
KC1-P2-N_k25_Locus_12808_Transcript_1_1,4855.90332,4291.544434,3845.030518,NaN,NaN,NaN,2331.090576,1646.442017,6728.853516,NaN,NaN,NaN,1073.205933,NaN,3568.79537,NaN,15.08093548,15.06342013,2.49391E-05,1.12975E-05,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_13012_Transcript_4_1,NaN,1047.867188,1098.544678,34007.27734,NaN,92019.6875,NaN,NaN,NaN,74005.4375,86932.46875,20137.83203,686.7515309,63013.48242,NaN,60358.57943,-6.272673181,-18.75414149,0.043812612,7.1931E-10,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_13183_Transcript_1_1,1702.160156,206.7139282,151.3805084,NaN,NaN,NaN,2447.934082,1911.104248,1533.12207,NaN,NaN,NaN,3419.355896,NaN,1964.053467,NaN,12.67165558,14.04365905,0.004811889,3.83406E-05,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_1333_Transcript_10_1;KC1-P2-N_k43_Locus_2559_Transcript_1_1,4903.308594,1935.403198,NaN,NaN,NaN,NaN,2818.504639,3494.140869,NaN,NaN,NaN,NaN,NaN,NaN,3156.322754,NaN,14.37293637,14.03630197,0.005845705,0.001855874,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_13473_Transcript_5_1,NaN,NaN,NaN,62059.67969,30688.31445,70083.125,NaN,NaN,NaN,32627.60742,35773.41797,26818.53516,2151.380859,54277.03971,NaN,31739.85352,-18.8313116,-17.84525855,2.21126E-10,1.36533E-08,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_13647_Transcript_9_1,2151.380859,NaN,NaN,NaN,NaN,NaN,5106.48584,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5106.48584,NaN,12.81662797,13.64464454,0.085294445,0.018078285,Not significant,UCYN-A,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_13842_Transcript_4_1,NaN,NaN,NaN,705632.9375,520664.3438,417716.8438,NaN,NaN,NaN,540442.5625,556323.3125,433295.5938,158717.3867,548004.7084,NaN,510020.4896,-22.14428605,-21.85246777,6.46135E-14,9.28996E-14,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_14254_Transcript_1_1,312538.75,4896.023438,NaN,12765094,7499388,17330278,75144.32031,49440.64453,37604.26563,14046907,15204513,17094342,NaN,12531586.67,54063.07682,15448587.33,-6.676819799,-7.972305643,4.02926E-05,2.99603E-06,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_14399_Transcript_5_1,NaN,NaN,NaN,19273.95117,13001.91602,20665.73242,NaN,NaN,NaN,41986.64063,40892.21484,32376.21875,7065.017049,17647.19987,NaN,38418.35807,-17.21052432,-18.12232863,5.43096E-08,6.46235E-09,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_14815_Transcript_6_1,1885.86853,6546.532227,12762.65039,NaN,NaN,NaN,1628.363525,487.5466003,2045.063232,NaN,NaN,NaN,38.40625381,NaN,1386.991119,NaN,15.56046534,13.63006884,5.27039E-06,7.19418E-05,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_15081_Transcript_1_1,38.40625381,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.14683914,NaN,NaN,NaN,NaN,NaN,22.14683914,NaN,7.018735801,6.306886023,0.225806977,0.097202501,Not significant,Not significant,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_1511_Transcript_5_1,NaN,NaN,NaN,3598.630127,NaN,NaN,NaN,NaN,NaN,21590.53906,24914.46289,29318.92383,NaN,3598.630127,NaN,25274.64193,-13.17417403,-17.52654216,0.054643925,4.40507E-08,Not significant,Whole culture,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_15976_Transcript_8_1,NaN,NaN,NaN,11780.75684,15256.5459,NaN,NaN,NaN,NaN,15436.78613,8577.710938,7738.10498,37224.89518,13518.65137,NaN,10584.20068,-16.19686551,-16.26676905,0.000290688,1.66799E-06,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_1651_Transcript_2_1,19078.11914,58299.53516,34297.03125,NaN,NaN,NaN,25954.41992,27766.66602,38220.95313,NaN,NaN,NaN,NaN,NaN,30647.34636,NaN,18.08102465,18.08296731,1.08265E-08,8.92479E-09,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_16731_Transcript_1_1,NaN,NaN,NaN,1770.213745,2239.678467,3596.864746,NaN,NaN,NaN,NaN,7518.202148,7887.349609,735.0397542,2535.585653,NaN,7702.775879,-14.44218481,-15.22255644,0.000323004,0.000670683,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_17052_Transcript_9_1;KC1-P2-N_k43_Locus_18096_Transcript_1_1,840.1652832,610.4007568,754.5532227,NaN,NaN,NaN,1333.68042,1302.308472,1143.275757,NaN,NaN,NaN,29974.67838,NaN,1259.754883,NaN,12.51476259,13.42757642,0.003429351,5.60995E-05,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_17373_Transcript_1_1,76014.32031,7920.614746,5989.100098,6332257.5,3180613,3793511.75,5985.730469,6915.022461,10299.51953,3551575.5,4076679,4089965,3377.932861,4435460.75,7733.424153,3906073.167,-7.026254418,-8.684990817,0.000145366,1.17015E-06,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_17468_Transcript_1_1,NaN,3766.901855,2988.963867,262922.8438,340685.4063,141558.2969,249.4402161,NaN,559.0770264,296660.125,225712.6406,180515.2188,NaN,248388.849,404.2586213,234295.9948,-7.106248938,-9.385330965,0.002628256,0.000134629,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_18197_Transcript_3_1,NaN,NaN,NaN,NaN,NaN,NaN,1063.299316,NaN,931.1693726,NaN,NaN,NaN,797.4729005,NaN,997.2343443,NaN,0,12.54161404,1,0.004792356,Not significant,UCYN-A,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_19177_Transcript_4_1,1206.720337,NaN,388.2254639,NaN,NaN,NaN,NaN,NaN,657.2435913,NaN,NaN,NaN,3097.61263,NaN,657.2435913,NaN,12.23871162,11.18383932,0.029975419,0.043492565,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_19503_Transcript_4_1,3313.867432,3080.877441,2898.093018,NaN,NaN,810.651001,5695.708984,6709.649414,6507.889648,NaN,NaN,NaN,8065.508447,810.651001,6304.416015,NaN,3.292649268,15.7731185,0.30342256,2.93053E-06,Not significant,UCYN-A,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_19814_Transcript_1_1;SAG_S1_L001_R1_001_(paired)_co.g22,545.6815796,12684.23438,10966.60938,15396735,15031981,12348942,5194.671387,3848.768555,5324.24707,22468774,24482932,20744698,1362.420532,14259219.33,4789.229004,22565468,-11.10562543,-11.94332525,9.00224E-08,1.98304E-09,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_1982_Transcript_8_1,NaN,1362.420532,NaN,34207.29297,60515.05469,40895.65234,NaN,NaN,NaN,56063.30469,34714.5625,43095.14844,5445.237549,45206,NaN,44624.33854,-6.866024011,-18.34815362,0.019307071,2.85146E-09,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_199_Transcript_10_1,5991.946777,6590.123535,3753.642334,NaN,NaN,NaN,6665.927734,3027.121826,2849.813721,NaN,NaN,NaN,7508.270671,NaN,4180.954427,NaN,15.42373951,15.10461507,6.60841E-06,6.59102E-06,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_20086_Transcript_4_1,8252.90625,7309.980957,6961.924805,NaN,NaN,128126.7578,12880.31641,13770.14063,12184.25781,NaN,NaN,129051.9453,3665.430989,128126.7578,12944.90495,129051.9453,-2.72843859,-1.558417994,0.329061142,0.556607682,Not significant,Not significant,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_20183_Transcript_3_1,1432.740234,5834.758789,3728.793945,NaN,NaN,NaN,21.00890923,128546.8203,112827.125,NaN,NaN,NaN,12958.35742,NaN,80464.98474,NaN,14.70749057,19.53051103,0.000118884,1.451E-07,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_20361_Transcript_1_1,4179.136719,17563.61328,17132.32227,21621.22461,18628.48242,18245.17383,2930.795898,2836.195068,2821.809082,NaN,NaN,14147.16211,4034.293701,19498.29362,2862.933349,14147.16211,-0.857199715,-0.541684734,0.569042995,0.848503783,Not significant,Not significant,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_20436_Transcript_1_1,4758.599609,3615.155762,3729.125732,NaN,NaN,NaN,1139.367065,502.0099487,1006.654846,NaN,NaN,NaN,NaN,NaN,882.6772866,NaN,14.98498482,12.93262262,3.48096E-05,9.09708E-05,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_20499_Transcript_1_1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3310.380859,4976.975098,5346.704102,NaN,NaN,NaN,4544.686686,0,-15.04866275,1,9.01215E-06,Not significant,Whole culture,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_20951_Transcript_1_1,NaN,NaN,NaN,2609.071777,12962.70801,NaN,NaN,NaN,NaN,423107.6563,NaN,118887.7969,NaN,7785.889894,NaN,270997.7266,-15.45178204,-20.37931225,0.000745519,3.10183E-06,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_21120_Transcript_1_1,NaN,NaN,NaN,2228.926758,NaN,3829.496338,NaN,NaN,NaN,4327.509277,NaN,5319.724121,1563.260742,3029.211548,NaN,4823.616699,-14.1010275,-14.58672367,0.007714201,0.001552369,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_212_Transcript_37_1,2055.496582,NaN,1071.024902,NaN,NaN,NaN,501.954071,423.1418152,860.6836548,NaN,NaN,NaN,3093.500427,NaN,595.259847,NaN,13.14555014,12.42087177,0.017939257,0.00013154,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_2151_Transcript_1_1,3885.207031,4555.75,839.5442505,NaN,NaN,NaN,795.2316284,1293.099365,1520.347778,NaN,NaN,NaN,1684.216451,NaN,1202.892924,NaN,14.66455096,13.42207852,0.000187951,6.37167E-05,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_22934_Transcript_2_1,399.6995239,2652.398926,2000.550903,NaN,NaN,NaN,356.2411499,NaN,NaN,NaN,NaN,NaN,3685.385661,NaN,356.2411499,NaN,13.54325475,9.804932681,0.002027625,0.046804926,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_2314_Transcript_10_1;KC1-P2-N_k31_Locus_15964_Transcript_4_1,1622.789307,4644.51709,4788.850586,3144.327881,NaN,1752.931274,11914.29883,6435.883789,5091.203613,123.230629,NaN,NaN,965.8321533,2448.629578,7813.795411,123.230629,0.978596914,7.737901432,0.670664126,0.015848071,Not significant,UCYN-A,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_2320_Transcript_4_1,965.8321533,NaN,NaN,NaN,NaN,NaN,1820.224609,306.2050781,405.8057861,23503.55469,NaN,NaN,2043.99826,NaN,844.0784911,23503.55469,11.66143416,-3.096226841,0.126905153,0.322952994,Not significant,Not significant,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_23255_Transcript_1_1,553.6696167,3534.326904,NaN,NaN,NaN,NaN,1938.393555,NaN,4528.723145,NaN,NaN,NaN,NaN,NaN,3233.55835,NaN,13.36892888,14.35021764,0.017549308,0.001947214,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_236_Transcript_3_1,NaN,NaN,NaN,70278,65105.38672,61885.58594,NaN,NaN,NaN,49399.24609,63752.05859,33777.73047,7803.304444,65756.32422,NaN,48976.34505,-19.10375155,-18.46343131,4.89482E-11,1.96254E-09,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_2405_Transcript_8_1,2548.010986,11266.79883,9595.103516,NaN,NaN,NaN,14575.08594,14675.96777,15169.98242,NaN,NaN,NaN,NaN,NaN,14807.01204,NaN,15.76741464,17.00034829,2.76805E-06,2.65364E-07,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_2560_Transcript_9_1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,651.9616699,NaN,NaN,NaN,0,0,1,1,Not significant,Not significant,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_2575_Transcript_1_1,651.9616699,NaN,NaN,NaN,NaN,NaN,1333.789795,276.9577942,339.8572693,NaN,NaN,NaN,NaN,NaN,650.2016195,NaN,11.09464478,12.37718153,0.143563908,0.000165307,Not significant,UCYN-A,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_2659_Transcript_2_1,NaN,NaN,NaN,799.7243652,NaN,NaN,NaN,NaN,NaN,8949.797852,NaN,16670.16211,5109.524414,799.7243652,NaN,12809.97998,-11.00486964,-16.00151037,0.115884422,0.000451041,Not significant,Whole culture,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_27466_Transcript_1_1,5109.524414,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.06444828,0,0.038654092,1,UCYN-A,Not significant,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_2759_Transcript_2_1,NaN,NaN,NaN,79005.13281,65646.20313,13905.35254,NaN,NaN,NaN,96639.82813,82693.30469,71023.125,NaN,52852.22949,NaN,83452.08594,-18.74370192,-19.24353469,5.75723E-10,6.00425E-11,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_27622_Transcript_1_1,NaN,NaN,NaN,253103.5,423860.4063,195528.9063,NaN,NaN,NaN,395602.75,299593.5625,213415.1094,NaN,290830.9375,NaN,302870.474,-21.25422367,-21.10034516,8.07011E-13,8.10107E-13,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_3318_Transcript_4_1,NaN,NaN,NaN,20017.75977,61191.30859,55103.27734,NaN,NaN,NaN,75087.60938,59210.83984,52434.08203,4667.011719,45437.44857,NaN,62244.17708,-18.61615314,-18.82137285,8.87341E-10,4.00317E-10,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_3320_Transcript_1_1,2480.399902,6853.623535,NaN,NaN,NaN,NaN,3082.666504,925.5525513,3172.122559,NaN,NaN,NaN,18697.06836,NaN,2393.447205,NaN,14.62286515,14.39427057,0.003505721,4.48641E-05,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_3568_Transcript_3_1,13351.26563,20145.05273,22594.88672,NaN,NaN,NaN,18320.3457,21760.86719,20077.77734,2695.483887,NaN,NaN,9294.343994,NaN,20052.99674,2695.483887,17.0974809,4.723238876,1.01658E-07,0.104363583,UCYN-A,Not significant,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_36766_Transcript_1_1,22818.84375,2075.261475,2988.926758,1947392.125,1737290.875,1471439.25,4565.175781,2031.145264,1669.927612,1132566.5,1311997,1085188.5,2832.43871,1718707.417,2755.416219,1176584,-7.385559745,-8.56894421,7.45594E-05,1.85659E-06,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_3892_Transcript_16_1;KC1-P2-N_k61_Locus_4206_Transcript_3_1,5090.130371,3067.330078,339.8556824,NaN,NaN,NaN,NaN,1888.130737,3406.225586,NaN,NaN,NaN,284.7460632,NaN,2647.178162,NaN,14.62826547,14.07947172,0.00029659,0.002247513,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_3940_Transcript_1_1,284.7460632,NaN,NaN,NaN,NaN,NaN,402.872345,222.1108093,NaN,NaN,NaN,NaN,NaN,NaN,312.4915772,NaN,9.900311024,10.67076963,0.175328874,0.007431785,Not significant,UCYN-A,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_4258_Transcript_8_1;KC1-P2-N_k55_Locus_12100_Transcript_5_1,NaN,NaN,NaN,19346.02734,18774.99805,NaN,NaN,NaN,NaN,40549.9375,37503.39453,22742.78516,2222.156087,19060.5127,NaN,33598.70573,-16.67855761,-17.92429663,0.000165382,7.34708E-09,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_4404_Transcript_9_1,4690.071289,804.4648438,1171.932129,NaN,NaN,NaN,7775.123047,2245.101807,2726.849854,NaN,NaN,NaN,124071.8854,NaN,4249.024903,NaN,14.29378651,15.11149458,0.000722299,6.57366E-06,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_4548_Transcript_3_1,72550.3125,147974.2656,151691.0781,17156.84766,NaN,NaN,35180.64453,43308.11328,37672.19141,17018.25586,23415.18555,48028.56641,NaN,17156.84766,38720.31641,29487.33594,4.377036422,0.621186271,0.108094547,0.651421996,Not significant,Not significant,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_4661_Transcript_1_1,NaN,NaN,NaN,189256.5625,154867.2656,163103.7969,NaN,NaN,NaN,341432.5313,426630.3125,302064.0625,NaN,169075.875,NaN,356708.9688,-20.46365333,-21.33389214,5.9389E-12,5.76324E-13,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_4899_Transcript_1_1,NaN,NaN,NaN,25235.21094,26293.56055,28760.22656,NaN,NaN,NaN,4953.353516,NaN,5113.544434,NaN,26762.99935,NaN,5033.448975,-17.81815209,-14.64563174,1.54572E-08,0.001391447,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_4916_Transcript_7_1;KC1-P2-N_k69_Locus_5620_Transcript_2_1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,1,1,Not significant,Not significant,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_506_Transcript_10_1,NaN,NaN,NaN,68067.10938,44036.12109,78935.59375,NaN,4883.951172,NaN,44045.07422,55857.62109,43586.90625,963.9625854,63679.60807,4883.951172,47829.86719,-19.0651231,-4.705364403,6.00926E-11,0.09062533,Whole culture,Not significant,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_5151_Transcript_1_1;KC1-P2-N_k43_Locus_4763_Transcript_2_1,963.9625854,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14603.39201,NaN,NaN,NaN,11.65863944,0,0.126322566,1,Not significant,Not significant,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_5548_Transcript_1_1,3041.102295,7212.38623,33556.6875,NaN,NaN,NaN,6066.6875,8822.203125,5665.66748,NaN,NaN,NaN,3822.868001,NaN,6851.519368,NaN,16.54999731,15.86867029,1.19921E-06,3.08065E-06,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_5721_Transcript_7_1;KC1-P2-N_k31_Locus_5538_Transcript_3_1,3696.019043,4203.192871,3569.39209,NaN,NaN,NaN,9486.265625,9894.981445,9864.540039,NaN,NaN,NaN,NaN,NaN,9748.595703,NaN,14.87237341,16.3962993,7.75099E-05,1.0128E-06,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_5792_Transcript_7_1,NaN,NaN,NaN,26273.62305,29269.68164,23173.67383,NaN,NaN,NaN,38364.51953,44121.76563,38920.52734,847.6127317,26238.99284,NaN,40468.9375,-17.78106736,-18.19904919,2.02268E-08,3.58395E-09,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_5996_Transcript_10_1,NaN,1142.398315,552.8271484,NaN,NaN,NaN,607.1663208,105.5457687,NaN,NaN,NaN,NaN,4059.540527,NaN,356.3560448,NaN,11.94386961,10.82798294,0.028353066,0.007891159,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_6107_Transcript_3_1,3227.932861,3939.744385,5010.944336,NaN,NaN,NaN,4208.749512,4288.073242,529.4827271,NaN,NaN,NaN,34424.46452,NaN,3008.768494,NaN,14.90564451,14.5729805,5.69341E-05,3.93938E-05,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_638_Transcript_6_1;KC1-P2-N_k31_Locus_605_Transcript_4_1,10667.30762,29178.09375,63427.99219,NaN,1630.947266,NaN,19194.02539,20621.51367,18911.09961,4294.859375,9010.331055,10253.65137,567.1337586,1630.947266,19575.54622,7852.947267,5.621935263,1.557182838,0.057621506,0.310120491,Not significant,Not significant,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_6561_Transcript_8_1,363.2832642,770.9842529,NaN,NaN,NaN,NaN,2048.255371,1667.22644,1812.343872,NaN,NaN,NaN,NaN,NaN,1842.608561,NaN,11.60805265,13.98314557,0.037694036,3.96327E-05,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_692_Transcript_1_1,NaN,NaN,NaN,412215.1875,256296.0625,9.738507271,NaN,NaN,NaN,237431.5625,224774.25,186448.1406,7818.876954,222840.3295,NaN,216217.9844,-20.78940547,-20.61597179,1.28129E-07,1.34679E-12,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_7012_Transcript_1_1,4298.459961,10210.27637,8947.894531,15868.15625,13200.55078,19579.5332,11934.44824,10859.55371,8857.520508,3416.380127,NaN,13425.09082,NaN,16216.08008,10550.50749,8420.735474,-1.279505486,1.077047624,0.411476468,0.626664099,Not significant,Not significant,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_7319_Transcript_4_1,NaN,NaN,NaN,2469.869141,NaN,NaN,NaN,NaN,NaN,9098.335938,7242.852051,6902.755371,8813.424805,2469.869141,NaN,7747.98112,-12.63123507,-15.81673423,0.071394721,2.98057E-06,Not significant,Whole culture,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_7665_Transcript_1_1,5451.979492,11220.88086,9767.414063,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.00471178,0,1.40262E-06,1,UCYN-A,Not significant,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_7932_Transcript_3_1,NaN,NaN,NaN,NaN,470.4954834,NaN,NaN,NaN,NaN,12369.85352,16805.25,16464.58203,2235.757324,470.4954834,NaN,15213.22852,-10.43509979,-16.78959308,0.137561766,6.939E-07,Not significant,Whole culture,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_8043_Transcript_7_1,NaN,NaN,2235.757324,51221.12891,64521.03906,135513.1719,NaN,NaN,NaN,92300.49219,98420.15625,56088.56641,5815.585938,83751.77996,NaN,82269.73828,-7.353149039,-19.2142763,0.01225989,8.81927E-11,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_8380_Transcript_11_1,5815.585938,NaN,NaN,NaN,NaN,NaN,3531.0271,8171.47168,7670.199707,NaN,NaN,NaN,NaN,NaN,6457.566162,NaN,14.25117451,15.84241763,0.032519731,3.56214E-06,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_9_Transcript_3_1,NaN,NaN,NaN,12319.24219,4295.09082,9093.168945,NaN,NaN,NaN,14469.56348,13039.30078,15724.39453,NaN,8569.167318,NaN,14411.08626,-16.14370455,-16.71674497,8.93805E-07,6.31115E-07,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_9206_Transcript_8_1,NaN,NaN,NaN,25494.50977,23071.9668,20215.61719,NaN,NaN,NaN,22643.38477,NaN,24864.70508,NaN,22927.36459,NaN,23754.04493,-17.57945064,-16.88503804,4.10626E-08,0.000207601,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_9233_Transcript_4_1,NaN,NaN,NaN,31150.17773,20433.52539,34879.47266,NaN,NaN,NaN,69283.69531,99487.88281,69968.60938,4797.31836,28821.05859,NaN,79580.0625,-17.91992108,-19.16887473,1.15748E-08,6.45328E-11,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_9474_Transcript_1_1,6992.497559,2602.13916,NaN,NaN,NaN,NaN,2157.188721,1376.571289,3572.818604,NaN,NaN,NaN,2373.371033,NaN,2368.859538,NaN,14.86627133,14.41773094,0.002571947,4.03544E-05,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_9611_Transcript_6_1,1799.959595,NaN,2946.782471,NaN,NaN,NaN,515.5102539,NaN,2128.18042,NaN,NaN,NaN,NaN,NaN,1321.845337,NaN,13.5511594,13.10714744,0.01459453,0.004234267,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_9702_Transcript_4_1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,39692.64714,NaN,NaN,NaN,0,0,1,1,Not significant,Not significant,B. bigelowii transcriptomes
KC1-P2-N_k25_Locus_9717_Transcript_7_1,25436.03516,38732.46094,54909.44531,NaN,NaN,NaN,13405.0791,14135.32715,16650.01758,NaN,NaN,NaN,NaN,NaN,14730.14128,NaN,18.15590781,17.00908915,7.12804E-09,2.89968E-07,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2-N_k31_Locus_10307_Transcript_2_1,NaN,NaN,NaN,170038.2031,160820.9219,NaN,NaN,NaN,NaN,NaN,NaN,36345.71094,1274.183777,165429.5625,NaN,36345.71094,-19.7948456,-16.52604916,4.16012E-06,0.003676918,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2-N_k31_Locus_10575_Transcript_1_1,NaN,1999.496704,548.8708496,163109.6406,268496.5625,114463.4531,2008.451294,3494.546387,3093.71582,285272.4375,135964.0313,111339.5859,92.03643799,182023.2187,2865.571167,177525.3516,-8.013436858,-5.683433125,0.001056348,0.000449551,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2-N_k31_Locus_10592_Transcript_4_1,92.03643799,NaN,NaN,NaN,NaN,NaN,NaN,192.8105164,NaN,NaN,NaN,NaN,NaN,NaN,192.8105164,NaN,8.273760477,9.07167912,0.199484803,0.053770895,Not significant,Not significant,B. bigelowii transcriptomes
KC1-P2-N_k31_Locus_10612_Transcript_9_1,NaN,NaN,NaN,29612.81445,20156.58008,26016.97656,NaN,NaN,NaN,9694.607422,15179.6377,12572.03027,11472.42041,25262.1237,NaN,12482.0918,-17.71940104,-16.49977026,2.31759E-08,7.61186E-07,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2-N_k31_Locus_10836_Transcript_1_1,1550.995605,13855.98438,19010.28125,NaN,NaN,NaN,2292.928467,4739.155273,11244.33008,NaN,NaN,NaN,NaN,NaN,6092.13794,NaN,16.24917168,15.84195292,1.4989E-06,5.38458E-06,UCYN-A,UCYN-A,B. bigelowii transcriptomes
