target,similarity,From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Gene Ontology (GO),Active site,Binding site,Catalytic activity,Cofactor,EC number,Function [CC],Pathway,Rhea ID,Site,Subunit structure,Chain,Signal peptide,AlphaFoldDB
A0A2P6TV54,0.9951000213623047,A0A2P6TV54,A0A2P6TV54,unreviewed,A0A2P6TV54_CHLSO,Peptidase S1 domain-containing protein,C2E21_3664,Chlorella sorokiniana (Freshwater green alga),1421.0,3'-5' exonuclease activity [GO:0008408]; aminoacyl-tRNA editing activity [GO:0002161]; nucleic acid binding [GO:0003676]; serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508],,,,,,,,,,,"CHAIN 18..1421; /note=""Peptidase S1 domain-containing protein""; /evidence=""ECO:0000256|SAM:SignalP""; /id=""PRO_5015149925""","SIGNAL 1..17; /evidence=""ECO:0000256|SAM:SignalP""",
A0A7R9UQD0,0.9954000115394592,A0A7R9UQD0,A0A7R9UQD0,unreviewed,A0A7R9UQD0_DIALT,Ribosome biogenesis protein NOP53,PLUT1463_LOCUS7399,Diacronema lutheri (Unicellular marine alga) (Monochrysis lutheri),191.0,,,,,,,,,,,,,,A0A7R9UQD0;
A0A813BCM4,0.9957000017166138,A0A813BCM4,A0A813BCM4,,A0A813BCM4_9DINO,deleted,,,,,,,,,,,,,,,,,
A0A7S1RVF9,0.9972000122070312,A0A7S1RVF9,A0A7S1RVF9,unreviewed,A0A7S1RVF9_ALECA,Erythromycin biosynthesis protein CIII-like C-terminal domain-containing protein,ACAT0790_LOCUS53415,Alexandrium catenella (Red tide dinoflagellate) (Gonyaulax catenella),592.0,hexosyltransferase activity [GO:0016758]; UDP-glycosyltransferase activity [GO:0008194],,,,,,,,,,,,,A0A7S1RVF9;
A0A7S1GRE2,0.9954000115394592,A0A7S1GRE2,A0A7S1GRE2,unreviewed,A0A7S1GRE2_CYCTE,EF-hand domain-containing protein,CTEN0397_LOCUS16306,Cyclophora tenuis (Marine diatom),361.0,membrane [GO:0016020]; calcium ion binding [GO:0005509],,,,,,,,,,,,,A0A7S1GRE2;
A0A7S0X4C3,0.9952999949455261,A0A7S0X4C3,A0A7S0X4C3,unreviewed,A0A7S0X4C3_9CHLO,peptide-methionine (S)-S-oxide reductase (EC 1.8.4.11) (Peptide-methionine (S)-S-oxide reductase) (Protein-methionine-S-oxide reductase),MANT1106_LOCUS3630,Mantoniella antarctica,391.0,peptide-methionine (S)-S-oxide reductase activity [GO:0008113],,,,,1.8.4.11,,,,,,"CHAIN 25..391; /note=""peptide-methionine (S)-S-oxide reductase""; /evidence=""ECO:0000256|SAM:SignalP""; /id=""PRO_5030817941""","SIGNAL 1..24; /evidence=""ECO:0000256|SAM:SignalP""",A0A7S0X4C3;
A0A1Q9F290,0.9975000023841858,A0A1Q9F290,A0A1Q9F290,unreviewed,A0A1Q9F290_SYMMI,"Beta-carotene isomerase D27, chloroplastic",D27 AK812_SmicGene2137,Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica),782.0,DNA-directed RNA polymerase complex [GO:0000428]; iron ion binding [GO:0005506]; isomerase activity [GO:0016853]; protein dimerization activity [GO:0046983]; DNA-templated transcription [GO:0006351],,,,,,,,,,,,,A0A1Q9F290;
A0A7S0AX72,0.9958999752998352,A0A7S0AX72,A0A7S0AX72,unreviewed,A0A7S0AX72_9DINO,NADH:ubiquinone oxidoreductase intermediate-associated protein 30 domain-containing protein,PBAH0796_LOCUS22795,Pyrodinium bahamense,1038.0,,,,,,,,,,,,"CHAIN 20..1038; /note=""NADH:ubiquinone oxidoreductase intermediate-associated protein 30 domain-containing protein""; /evidence=""ECO:0000256|SAM:SignalP""; /id=""PRO_5031279229""","SIGNAL 1..19; /evidence=""ECO:0000256|SAM:SignalP""",A0A7S0AX72;
E1ZFJ1,0.9954000115394592,E1ZFJ1,E1ZFJ1,unreviewed,E1ZFJ1_CHLVA,NAD(P)-binding domain-containing protein,CHLNCDRAFT_134220,Chlorella variabilis (Green alga),465.0,oxidoreductase activity [GO:0016491],,,,,,,,,,,,,E1ZFJ1;
A0A2P6TRC8,0.9954000115394592,A0A2P6TRC8,A0A2P6TRC8,unreviewed,A0A2P6TRC8_CHLSO,2-C-methyl-D-erythritol 4-phosphate chloroplastic,C2E21_4430,Chlorella sorokiniana (Freshwater green alga),559.0,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity [GO:0050518]; isoprenoid biosynthetic process [GO:0008299],,,,,,,,,,,,,A0A2P6TRC8;
A0A812LI70,0.9955999851226807,A0A812LI70,A0A812LI70,unreviewed,A0A812LI70_9DINO,DHAR1 protein,DHAR1 SLIN2456_LOCUS6311,Symbiodinium sp. CCMP2456,779.0,membrane [GO:0016020],,,,,,,,,,,"CHAIN 29..779; /evidence=""ECO:0000256|SAM:SignalP""; /id=""PRO_5032496010""","SIGNAL 1..28; /evidence=""ECO:0000256|SAM:SignalP""",A0A812LI70;
A0A7S3FJ11,0.9961000084877014,A0A7S3FJ11,A0A7S3FJ11,unreviewed,A0A7S3FJ11_9VIRI,DOMON domain-containing protein,PSIN1315_LOCUS12933 PSIN1315_LOCUS12934,Prasinoderma singulare,369.0,membrane [GO:0016020],,,,,,,,,,,"CHAIN 23..369; /note=""DOMON domain-containing protein""; /evidence=""ECO:0000256|SAM:SignalP""; /id=""PRO_5035593636""","SIGNAL 1..22; /evidence=""ECO:0000256|SAM:SignalP""",A0A7S3FJ11;
A0A3M7KYS4,0.9955000281333923,A0A3M7KYS4,A0A3M7KYS4,unreviewed,A0A3M7KYS4_AUXPR,Ion transport domain-containing protein,APUTEX25_002008,Auxenochlorella protothecoides (Green microalga) (Chlorella protothecoides),1936.0,membrane [GO:0016020]; cysteine-type endopeptidase activity [GO:0004197]; monoatomic ion channel activity [GO:0005216]; proteolysis [GO:0006508],,,,,,,,,,,,,
A0A250XID4,0.9958999752998352,A0A250XID4,A0A250XID4,unreviewed,A0A250XID4_9CHLO,Lon N-terminal domain-containing protein,CEUSTIGMA_g10229.t1,Chlamydomonas eustigma,822.0,,,,,,,,,,,,,,A0A250XID4;
A0A4D9CSC7,0.9983999729156494,A0A4D9CSC7,A0A4D9CSC7,unreviewed,A0A4D9CSC7_9STRA,Thiolase N-terminal domain-containing protein,NSK_006451,Nannochloropsis salina CCMP1776,387.0,"acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]","ACT_SITE 119; /note=""Acyl-thioester intermediate""; /evidence=""ECO:0000256|PIRSR:PIRSR000429-1""; ACT_SITE 342; /note=""Proton acceptor""; /evidence=""ECO:0000256|PIRSR:PIRSR000429-1""; ACT_SITE 372; /note=""Proton acceptor""; /evidence=""ECO:0000256|PIRSR:PIRSR000429-1""",,,,,,,,,,,,A0A4D9CSC7;
A0A1Y1HL52,0.9955999851226807,A0A1Y1HL52,A0A1Y1HL52,unreviewed,A0A1Y1HL52_KLENI,AMP-dependent synthetase and ligase family protein,KFL_000280400,Klebsormidium nitens (Green alga) (Ulothrix nitens),2787.0,membrane [GO:0016020]; heme binding [GO:0020037]; ligase activity [GO:0016874]; oxidoreductase activity [GO:0016491]; phosphopantetheine binding [GO:0031177],,,,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971};,,,,,,,,,
U6L2J6,0.9957000017166138,U6L2J6,U6L2J6,unreviewed,U6L2J6_EIMTE,"Phosphatidylinositol transfer protein beta isoform, putative",ETH_00013855,Eimeria tenella (Coccidian parasite),1800.0,membrane [GO:0016020]; lipid binding [GO:0008289]; phospholipid transporter activity [GO:0005548],,,,,,,,,,,,,
A0A7S2RZA7,0.9959999918937683,A0A7S2RZA7,A0A7S2RZA7,unreviewed,A0A7S2RZA7_9STRA,Lon N-terminal domain-containing protein,RMAR1173_LOCUS9515,Rhizochromulina marina,544.0,,,,,,,,,,,,,,A0A7S2RZA7;
A0A7S4FDV9,0.9965000152587891,A0A7S4FDV9,A0A7S4FDV9,unreviewed,A0A7S4FDV9_9EUGL,Plastid lipid-associated protein/fibrillin conserved domain-containing protein,EGYM00163_LOCUS1336,Eutreptiella gymnastica,365.0,membrane [GO:0016020],,,,,,,,,,,"CHAIN 17..365; /note=""Plastid lipid-associated protein/fibrillin conserved domain-containing protein""; /evidence=""ECO:0000256|SAM:SignalP""; /id=""PRO_5031159179""","SIGNAL 1..16; /evidence=""ECO:0000256|SAM:SignalP""",A0A7S4FDV9;
A0A1Q9C0N9,0.9954000115394592,A0A1Q9C0N9,A0A1Q9C0N9,unreviewed,A0A1Q9C0N9_SYMMI,Aminoglycoside phosphotransferase domain-containing protein,AK812_SmicGene43570,Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica),512.0,,,,,,,,,,,,,,A0A1Q9C0N9;
A0A813BKL7,0.9977999925613403,A0A813BKL7,A0A813BKL7,,A0A813BKL7_SYMMI,deleted,,,,,,,,,,,,,,,,,
A0A1Q9EJG6,0.9957000017166138,A0A1Q9EJG6,A0A1Q9EJG6,unreviewed,A0A1Q9EJG6_SYMMI,Kynurenine--oxoglutarate transaminase 3,Ccbl2 AK812_SmicGene9067,Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica),648.0,pyridoxal phosphate binding [GO:0030170]; transferase activity [GO:0016740]; biosynthetic process [GO:0009058],,,,COFACTOR: Name=pyridoxal 5'-phosphate; Xref=ChEBI:CHEBI:597326; Evidence={ECO:0000256|ARBA:ARBA00001933};,,,,,,,,,A0A1Q9EJG6;
A0A1Q9DVK8,0.9957000017166138,A0A1Q9DVK8,A0A1Q9DVK8,unreviewed,A0A1Q9DVK8_SYMMI,Peptidyl-prolyl cis-trans isomerase CYP18-3,CYP18-3 AK812_SmicGene18285,Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica),573.0,peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; protein folding [GO:0006457],,,,,,,,,,,,,A0A1Q9DVK8;
A0A1Q9DTM1,0.9958000183105469,A0A1Q9DTM1,A0A1Q9DTM1,unreviewed,A0A1Q9DTM1_SYMMI,MYND-type domain-containing protein,AK812_SmicGene19029,Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica),1241.0,membrane [GO:0016020]; metal ion binding [GO:0046872],,,,,,,,,,,,,A0A1Q9DTM1;
A0A7S0MKC8,0.9966999888420105,A0A7S0MKC8,A0A7S0MKC8,unreviewed,A0A7S0MKC8_9CRYP,Phospholipase B-like,CCUR1050_LOCUS20938,Cryptomonas curvata,325.0,,,,,,,,,,,,,,A0A7S0MKC8;
A0A1Q9EKV1,0.9968000054359436,A0A1Q9EKV1,A0A1Q9EKV1,unreviewed,A0A1Q9EKV1_SYMMI,EF-hand domain-containing protein,AK812_SmicGene8540,Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica),1149.0,calcium ion binding [GO:0005509],,,,,,,,,,,,,A0A1Q9EKV1;
D8TKN0,0.995199978351593,D8TKN0,D8TKN0,unreviewed,D8TKN0_VOLCA,Metaxin glutathione S-transferase domain-containing protein,VOLCADRAFT_120339,Volvox carteri f. nagariensis,999.0,membrane [GO:0016020],,,,,,,,,,,,,D8TKN0;
A0A448Z892,0.9958999752998352,A0A448Z892,A0A448Z892,unreviewed,A0A448Z892_9STRA,Peptidase A2 domain-containing protein,PSNMU_V1.4_AUG-EV-PASAV3_0050400,Pseudo-nitzschia multistriata,594.0,,,,,,,,,,,,,,
L8HE75,0.9968000054359436,L8HE75,L8HE75,unreviewed,L8HE75_ACACF,"GTPbinding protein HflX, putative",ACA1_360890,Acanthamoeba castellanii (strain ATCC 30010 / Neff),594.0,GTP binding [GO:0005525]; metal ion binding [GO:0046872],,,,,,,,,,,,,L8HE75;
A0A813DLS6,0.9962999820709229,A0A813DLS6,A0A813DLS6,unreviewed,A0A813DLS6_POLGL,Cytochrome P450,PGLA1383_LOCUS6293,Polarella glacialis (Dinoflagellate),1114.0,"heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]",,,,,,,,,,,,,A0A813DLS6;
A0A812V9F9,0.9952999949455261,A0A812V9F9,A0A812V9F9,unreviewed,A0A812V9F9_9DINO,TIC20-II protein,TIC20-II STRI2592_LOCUS31192,Symbiodinium sp. CCMP2592,689.0,membrane [GO:0016020]; calcium ion binding [GO:0005509],,,,,,,,,,,,,A0A812V9F9;
A0A812TNU1,0.9962000250816345,A0A812TNU1,A0A812TNU1,unreviewed,A0A812TNU1_9DINO,Cpr-c2 protein,cpr-c2 SLIN2456_LOCUS17827,Symbiodinium sp. CCMP2456,489.0,oxidoreductase activity [GO:0016491],,,,,,,,,,,,,A0A812TNU1;
A0A7S3Y7Y7,0.996399998664856,A0A7S3Y7Y7,A0A7S3Y7Y7,unreviewed,A0A7S3Y7Y7_9EUKA,Acid phosphatase,LGLO00237_LOCUS334,Lotharella globosa,441.0,,,,"CATALYTIC ACTIVITY: Reaction=a phosphate monoester + H2O = an alcohol + phosphate; Xref=Rhea:RHEA:15017, ChEBI:CHEBI:15377, ChEBI:CHEBI:30879, ChEBI:CHEBI:43474, ChEBI:CHEBI:67140; EC=3.1.3.2; Evidence={ECO:0000256|ARBA:ARBA00000032};",,,,,RHEA:15017,,,,,A0A7S3Y7Y7;
A0A7S4EVB9,0.9973000288009644,A0A7S4EVB9,A0A7S4EVB9,unreviewed,A0A7S4EVB9_CHRCT,H/ACA ribonucleoprotein complex subunit,PCAR00345_LOCUS7342,Chrysotila carterae (Marine alga) (Syracosphaera carterae),188.0,nucleolus [GO:0005730]; ribonucleoprotein complex [GO:1990904]; RNA binding [GO:0003723]; pseudouridine synthesis [GO:0001522]; rRNA processing [GO:0006364],,,,,,"FUNCTION: Required for ribosome biogenesis. Part of a complex which catalyzes pseudouridylation of rRNA. This involves the isomerization of uridine such that the ribose is subsequently attached to C5, instead of the normal N1. Pseudouridine (""psi"") residues may serve to stabilize the conformation of rRNAs. {ECO:0000256|RuleBase:RU364004}.",,,,SUBUNIT: Component of the small nucleolar ribonucleoprotein particles containing H/ACA-type snoRNAs (H/ACA snoRNPs). {ECO:0000256|RuleBase:RU364004}.,,,A0A7S4EVB9;
A0A812JI61,0.9952999949455261,A0A812JI61,A0A812JI61,,A0A812JI61_SYMMI,deleted,,,,,,,,,,,,,,,,,
A0A7S0FG21,0.9958000183105469,A0A7S0FG21,A0A7S0FG21,unreviewed,A0A7S0FG21_9DINO,Sugar phosphate phosphatase (EC 3.1.3.-),PBAH0796_LOCUS11933,Pyrodinium bahamense,525.0,hydrolase activity [GO:0016787]; metal ion binding [GO:0046872],,,"CATALYTIC ACTIVITY: Reaction=beta-D-fructose 1-phosphate + H2O = D-fructose + phosphate; Xref=Rhea:RHEA:35603, ChEBI:CHEBI:15377, ChEBI:CHEBI:37721, ChEBI:CHEBI:43474, ChEBI:CHEBI:138881; Evidence={ECO:0000256|ARBA:ARBA00001326, ECO:0000256|RuleBase:RU367030}; CATALYTIC ACTIVITY: Reaction=beta-D-fructose 6-phosphate = D-glyceraldehyde 3-phosphate + dihydroxyacetone; Xref=Rhea:RHEA:28002, ChEBI:CHEBI:16016, ChEBI:CHEBI:57634, ChEBI:CHEBI:59776; Evidence={ECO:0000256|ARBA:ARBA00001649, ECO:0000256|RuleBase:RU367030};",COFACTOR: Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000256|RuleBase:RU367030}; Name=Ni(2+); Xref=ChEBI:CHEBI:49786; Evidence={ECO:0000256|RuleBase:RU367030};,3.1.3.-,"FUNCTION: Metal-dependent phosphatase that shows phosphatase activity against several substrates, including fructose-1-phosphate and fructose-6-phosphate. Its preference for fructose-1-phosphate, a strong glycating agent that causes DNA damage rather than a canonical yeast metabolite, suggests a damage-control function in hexose phosphate metabolism. {ECO:0000256|RuleBase:RU367030}.",,RHEA:35603 RHEA:28002,,,,,A0A7S0FG21;
A0A2P6TKN8,0.9984999895095825,A0A2P6TKN8,A0A2P6TKN8,unreviewed,A0A2P6TKN8_CHLSO,Prolyl endopeptidase-like isoform B,C2E21_6299,Chlorella sorokiniana (Freshwater green alga),3339.0,membrane [GO:0016020]; ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; serine-type endopeptidase activity [GO:0004252]; serine-type exopeptidase activity [GO:0070008]; thioredoxin-dependent peroxiredoxin activity [GO:0140824]; proteolysis [GO:0006508],,"BINDING 1390; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000256|PROSITE-ProRule:PRU10141""",,,,,,,,,,,
A0A2H9ZRF8,0.9988999962806702,A0A2H9ZRF8,A0A2H9ZRF8,unreviewed,A0A2H9ZRF8_9ASPA,Electron transfer flavoprotein subunit beta (Beta-ETF),ETFB AXF42_Ash016893,Apostasia shenzhenica,253.0,mitochondrial matrix [GO:0005759]; electron transfer activity [GO:0009055],,,,,,"FUNCTION: The electron transfer flavoprotein serves as a specific electron acceptor for several dehydrogenases, including five acyl-CoA dehydrogenases, glutaryl-CoA and sarcosine dehydrogenase. It transfers the electrons to the main mitochondrial respiratory chain via ETF-ubiquinone oxidoreductase (ETF dehydrogenase). {ECO:0000256|PIRNR:PIRNR000090}.",,,,SUBUNIT: Heterodimer of an alpha and a beta subunit. {ECO:0000256|PIRNR:PIRNR000090}.,,,A0A2H9ZRF8;
A0A176W1X1,0.9959999918937683,A0A176W1X1,A0A176W1X1,unreviewed,A0A176W1X1_MARPO,Hypoxanthine phosphoribosyltransferase (EC 2.4.2.8),AXG93_4542s1240,Marchantia polymorpha subsp. ruderalis,280.0,cytoplasm [GO:0005737]; guanine phosphoribosyltransferase activity [GO:0052657]; hypoxanthine phosphoribosyltransferase activity [GO:0004422]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]; IMP salvage [GO:0032264]; purine ribonucleoside salvage [GO:0006166],,,"CATALYTIC ACTIVITY: Reaction=diphosphate + IMP = 5-phospho-alpha-D-ribose 1-diphosphate + hypoxanthine; Xref=Rhea:RHEA:17973, ChEBI:CHEBI:17368, ChEBI:CHEBI:33019, ChEBI:CHEBI:58017, ChEBI:CHEBI:58053; EC=2.4.2.8; Evidence={ECO:0000256|RuleBase:RU364099};","COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|ARBA:ARBA00001946, ECO:0000256|RuleBase:RU364099};",2.4.2.8,,"PATHWAY: Purine metabolism; IMP biosynthesis via salvage pathway; IMP from hypoxanthine: step 1/1. {ECO:0000256|ARBA:ARBA00004669, ECO:0000256|RuleBase:RU364099}.",RHEA:17973,,,,,A0A176W1X1;
A0A1I8GYW8,0.9954000115394592,A0A1I8GYW8,A0A1I8GYW8,unreviewed,A0A1I8GYW8_9PLAT,Sulfurtransferase,,Macrostomum lignano,386.0,thiosulfate sulfurtransferase activity [GO:0004792]; negative regulation of biosynthetic process [GO:0009890],,,,,,,,,,,,,A0A1I8GYW8;
A0A0L0DK89,0.9955000281333923,A0A0L0DK89,A0A0L0DK89,unreviewed,A0A0L0DK89_THETB,ApaG domain-containing protein,AMSG_08033,Thecamonas trahens ATCC 50062,817.0,hydrolase activity [GO:0016787]; cytokinin biosynthetic process [GO:0009691],,,,,,,,,,,,,A0A0L0DK89;
A0A813LX67,0.9973000288009644,A0A813LX67,A0A813LX67,unreviewed,A0A813LX67_POLGL,Cryptochrome DASH,PGLA2088_LOCUS50083,Polarella glacialis (Dinoflagellate),857.0,metal ion binding [GO:0046872],,"BINDING 357; /ligand=""FAD""; /ligand_id=""ChEBI:CHEBI:57692""; /evidence=""ECO:0000256|PIRSR:PIRSR602081-1""; BINDING 376..380; /ligand=""FAD""; /ligand_id=""ChEBI:CHEBI:57692""; /evidence=""ECO:0000256|PIRSR:PIRSR602081-1""; BINDING 542..544; /ligand=""FAD""; /ligand_id=""ChEBI:CHEBI:57692""; /evidence=""ECO:0000256|PIRSR:PIRSR602081-1""",,COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000256|PIRSR:PIRSR602081-1}; Note=Binds 1 FAD per subunit. {ECO:0000256|PIRSR:PIRSR602081-1};,,,,,"SITE 476; /note=""Electron transfer via tryptophanyl radical""; /evidence=""ECO:0000256|PIRSR:PIRSR602081-2""; SITE 529; /note=""Electron transfer via tryptophanyl radical""; /evidence=""ECO:0000256|PIRSR:PIRSR602081-2""; SITE 552; /note=""Electron transfer via tryptophanyl radical""; /evidence=""ECO:0000256|PIRSR:PIRSR602081-2""",,,,A0A813LX67;
A0A813KZ85,0.9976999759674072,A0A813KZ85,A0A813KZ85,unreviewed,A0A813KZ85_POLGL,NAD(P)-binding domain-containing protein,PGLA1383_LOCUS54406 PGLA2088_LOCUS37221,Polarella glacialis (Dinoflagellate),287.0,,,,,,,,,,,,"CHAIN 22..287; /note=""NAD(P)-binding domain-containing protein""; /evidence=""ECO:0000256|SAM:SignalP""; /id=""PRO_5035596236""","SIGNAL 1..21; /evidence=""ECO:0000256|SAM:SignalP""",A0A813KZ85;
K0RJI4,0.996999979019165,K0RJI4,K0RJI4,unreviewed,K0RJI4_THAOC,Alliinase C-terminal domain-containing protein,THAOC_32115,Thalassiosira oceanica (Marine diatom),840.0,carbon-sulfur lyase activity [GO:0016846],,,,,,,,,,,"CHAIN 19..840; /note=""Alliinase C-terminal domain-containing protein""; /evidence=""ECO:0000256|SAM:SignalP""; /id=""PRO_5003836347""","SIGNAL 1..18; /evidence=""ECO:0000256|SAM:SignalP""",K0RJI4;
A0A812Q6M1,0.9972000122070312,A0A812Q6M1,A0A812Q6M1,unreviewed,A0A812Q6M1_9DINO,2'-phosphotransferase (EC 2.7.1.160),kptA STRI2592_LOCUS19731,Symbiodinium sp. CCMP2592,3760.0,DNA binding [GO:0003677]; transferase activity [GO:0016740]; DNA integration [GO:0015074]; DNA recombination [GO:0006310],,,"CATALYTIC ACTIVITY: Reaction=2'-phospho-[ligated tRNA] + NAD(+) = ADP-alpha-D-ribose 1'',2''-cyclic phosphate + mature tRNA + nicotinamide; Xref=Rhea:RHEA:23324, Rhea:RHEA-COMP:11106, Rhea:RHEA-COMP:11107, ChEBI:CHEBI:17154, ChEBI:CHEBI:57540, ChEBI:CHEBI:76596, ChEBI:CHEBI:82883, ChEBI:CHEBI:85027; EC=2.7.1.160; Evidence={ECO:0000256|ARBA:ARBA00034409};",,2.7.1.160,"FUNCTION: Catalyzes the last step of tRNA splicing, the transfer of the splice junction 2'-phosphate from ligated tRNA to NAD to produce ADP-ribose 1''-2'' cyclic phosphate. {ECO:0000256|ARBA:ARBA00003343}.",,RHEA:23324,,,"CHAIN 18..3760; /note=""2'-phosphotransferase""; /evidence=""ECO:0000256|SAM:SignalP""; /id=""PRO_5033044264""","SIGNAL 1..17; /evidence=""ECO:0000256|SAM:SignalP""",
R1DSW1,0.9969000220298767,R1DSW1,R1DSW1,unreviewed,R1DSW1_EMIHU,Methyltransferase type 11 domain-containing protein,EMIHUDRAFT_67291,Emiliania huxleyi (Coccolithophore) (Pontosphaera huxleyi),280.0,S-adenosylmethionine-dependent methyltransferase activity [GO:0008757],,,,,,,,,,,,,
A0A812LHL7,0.9965999722480774,A0A812LHL7,A0A812LHL7,unreviewed,A0A812LHL7_9DINO,MAM domain-containing protein,STRI2592_LOCUS11370,Symbiodinium sp. CCMP2592,1680.0,membrane [GO:0016020],,,,,,,,,,,,,
A0A812R496,0.9961000084877014,A0A812R496,A0A812R496,unreviewed,A0A812R496_9DINO,GIP protein,GIP SLIN2456_LOCUS13621,Symbiodinium sp. CCMP2456,621.0,,,,,,,,,,,,,,A0A812R496;
A0A6A6IBJ0,0.9968000054359436,A0A6A6IBJ0,A0A6A6IBJ0,unreviewed,A0A6A6IBJ0_9PLEO,EGF-like domain-containing protein,BU26DRAFT_567246,Trematosphaeria pertusa,536.0,,,,,,,,,,,,,,A0A6A6IBJ0;
A0A813ANV0,0.9966999888420105,A0A813ANV0,A0A813ANV0,unreviewed,A0A813ANV0_9DINO,Poly [ADP-ribose] polymerase,SNEC2469_LOCUS28457,Symbiodinium necroappetens,1925.0,membrane [GO:0016020]; calcium ion binding [GO:0005509]; NAD+ ADP-ribosyltransferase activity [GO:0003950],,,,,,,,,,,,,
A0A812IZ03,0.9958999752998352,A0A812IZ03,A0A812IZ03,unreviewed,A0A812IZ03_9DINO,Tps-2 protein,tps-2 SNEC2469_LOCUS769,Symbiodinium necroappetens,859.0,,,,,,,,,,,,,,A0A812IZ03;
A0A1Q9DCG4,0.9966999888420105,A0A1Q9DCG4,A0A1Q9DCG4,unreviewed,A0A1Q9DCG4_SYMMI,Cell migration-inducing and hyaluronan-binding protein,Cemip AK812_SmicGene25241,Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica),1474.0,Golgi apparatus [GO:0005794],,,,,,,,,,,,,
A0A812Y1W2,0.9965999722480774,A0A812Y1W2,A0A812Y1W2,unreviewed,A0A812Y1W2_9DINO,RNase H type-1 domain-containing protein,SLIN2456_LOCUS28076,Symbiodinium sp. CCMP2456,2716.0,nucleic acid binding [GO:0003676]; RNA-DNA hybrid ribonuclease activity [GO:0004523],,,,,,,,,,,,,
A0A812QDV0,0.9955000281333923,A0A812QDV0,A0A812QDV0,unreviewed,A0A812QDV0_9DINO,YBEY protein,YBEY SNAT2548_LOCUS20999,Symbiodinium natans,473.0,membrane [GO:0016020]; catalytic activity [GO:0003824],,,,,,,,,,,,,A0A812QDV0;
A0A7S1I428,0.996399998664856,A0A7S1I428,A0A7S1I428,unreviewed,A0A7S1I428_9EUGL,Methyltransferase type 11 domain-containing protein,EGYM00392_LOCUS11359,Eutreptiella gymnastica,564.0,S-adenosylmethionine-dependent methyltransferase activity [GO:0008757],,,,,,,,,,,,,A0A7S1I428;
R1BW79,0.9965999722480774,R1BW79,R1BW79,unreviewed,R1BW79_EMIHU,Peptidase M14 carboxypeptidase A domain-containing protein,EMIHUDRAFT_211892,Emiliania huxleyi (Coccolithophore) (Pontosphaera huxleyi),343.0,,,,,,,,,,,,,,
A0A7S0AK04,0.9969000220298767,A0A7S0AK04,A0A7S0AK04,unreviewed,A0A7S0AK04_9DINO,Apple domain-containing protein,PBAH0796_LOCUS17689,Pyrodinium bahamense,580.0,membrane [GO:0016020],,,,,,,,,,,,,A0A7S0AK04;
A0A250X9B0,0.9950000047683716,A0A250X9B0,A0A250X9B0,unreviewed,A0A250X9B0_9CHLO,PET hydrolase-like domain-containing protein,CEUSTIGMA_g7099.t1,Chlamydomonas eustigma,515.0,,,,,,,,,,,,,,A0A250X9B0;
A0A812WS84,0.9961000084877014,A0A812WS84,A0A812WS84,,A0A812WS84_SYMMI,deleted,,,,,,,,,,,,,,,,,
A0A7S3RYN1,0.9980000257492065,A0A7S3RYN1,A0A7S3RYN1,unreviewed,A0A7S3RYN1_9SPIT,FAD-binding domain-containing protein,SACU0126_LOCUS8586,Strombidinopsis acuminata,448.0,FAD binding [GO:0071949],,,,,,,,,,,"CHAIN 33..448; /note=""FAD-binding domain-containing protein""; /evidence=""ECO:0000256|SAM:SignalP""; /id=""PRO_5031537882""","SIGNAL 1..32; /evidence=""ECO:0000256|SAM:SignalP""",A0A7S3RYN1;
A0A2A4FLU7,0.9977999925613403,A0A2A4FLU7,A0A2A4FLU7,unreviewed,A0A2A4FLU7_9SPHN,NAD(P)-dependent oxidoreductase,COO09_24075,Rhizorhabdus dicambivorans,262.0,oxidoreductase activity [GO:0016491]; organic substance metabolic process [GO:0071704],,,,,,,,,,,,,A0A2A4FLU7;
